22:11,£38.15
23:27,£33.40
23:30,£23.70
23:39,£25.70
23:39,£23.25
05:30,£19.10
05:42,£25.95
05:48,£27.10
05:56,£20.10
06:03,£38.60
06:07,£25.20
06:27,£25.20
06:33,£23.10
06:53,£46.90
07:00,£60.35
07:09,£36.60
07:31,£61.60
07:37,£39.50
07:37,£35.60
07:56,£46.90
07:57,£40.50
08:00,£55.20
08:11,£40.10
08:35,£56.95
08:38,£33.70
08:56,£46.90
09:01,£55.75
09:11,£40.10
09:29,£56.95
09:39,£32.30
09:53,£40.10
10:00,£43.20
10:11,£40.10
10:36,£27.35
10:39,£35.60
10:56,£40.95
11:00,£36.60
11:11,£40.10
11:30,£27.35
11:38,£40.10
09:53,£40.10
10:00,£43.20
10:11,£40.10
10:36,£27.35
10:39,£32.90
10:56,£40.95
11:00,£36.60
11:11,£39.80
11:30,£27.35
11:38,£26.65
12:00,£27.35
12:11,£40.10
12:36,£27.35
12:56,£40.95
13:00,£23.10
13:11,£40.10
13:36,£23.10
13:39,£35.60
13:40,£23.10
13:40,£40.10
12:00,£26.60
12:11,£38.70
12:36,£27.35
12:56,£40.95
13:00,£23.10
13:11,£32.10
13:36,£23.10
13:39,£32.90
13:40,£18.30
13:40,£30.55
13:57,£36.60
14:00,£20.10
14:11,£40.10
14:35,£16.80
14:56,£46.90
15:01,£16.80
15:11,£40.10
15:37,£16.80
15:37,£35.60
15:40,£23.10
15:56,£46.90
15:57,£36.60
16:00,£23.10
16:11,£40.10
16:37,£23.10
17:00,£23.10
17:11,£40.10
17:24,£46.90
17:31,£23.10
17:38,£40.10
18:00,£23.10
18:11,£40.10
18:37,£23.10
18:40,£35.60
18:54,£40.10
18:56,£40.95
19:01,£23.10
19:11,£40.10
19:34,£23.10
20:01,£23.10
09:41,£34.55
10:10,£39.80
10:41,£34.60
10:52,£28.65
10:56,£40.95
11:06,£28.05
11:10,£39.80
11:34,£38.75
11:41,£30.75
11:52,£27.35
11:56,£40.95
12:06,£33.00
12:10,£40.10
12:25,£51.85
12:25,£39.50
12:41,£35.60
12:52,£27.35
13:10,£33.00
13:14,£39.50
13:22,£40.95
13:31,£32.00
13:51,£23.10
13:52,£36.60
14:10,£40.10
14:21,£40.95
14:32,£23.10
14:41,£35.60
14:50,£40.10
14:50,£31.85
14:51,£27.35
16:50,£31.80
16:51,£23.10
17:10,£32.10
17:24,£40.55
17:28,£23.10
17:50,£30.00
17:51,£23.10
18:11,£32.10
18:24,£28.05
18:24,£40.55
18:50,£40.10
18:51,£32.00
19:11,£40.10
19:25,£31.85
19:34,£31.65
19:50,£40.10
19:51,£32.00
20:11,£40.10
20:26,£31.85
20:29,£20.10
20:43,£31.85
21:11,£40.10
22:36,£80.85
23:30,£88.30
